id,season,round_number,round_name,driver_number,driver_name,team,q1,q2,q3
2846,2021,2,Emilia Romagna Grand Prix,63,RUS,Williams,75.826,75.261,
2847,2021,2,Emilia Romagna Grand Prix,5,VET,Aston Martin,75.459,75.394,
2848,2021,2,Emilia Romagna Grand Prix,6,LAT,Williams,75.653,75.593,
2849,2021,2,Emilia Romagna Grand Prix,14,ALO,Alpine,75.832,75.593,
2850,2021,2,Emilia Romagna Grand Prix,7,RAI,Alfa Romeo Racing,75.974,,
2851,2021,2,Emilia Romagna Grand Prix,99,GIO,Alfa Romeo Racing,76.122,,
2852,2021,2,Emilia Romagna Grand Prix,47,MSC,Haas F1 Team,76.279,,
2853,2021,2,Emilia Romagna Grand Prix,9,MAZ,Haas F1 Team,76.797,,
2854,2021,2,Emilia Romagna Grand Prix,22,TSU,AlphaTauri,,,
2855,2021,3,Portuguese Grand Prix,77,BOT,Mercedes,78.722,78.458,78.348
2856,2021,3,Portuguese Grand Prix,44,HAM,Mercedes,78.857,77.968,78.355
2857,2021,3,Portuguese Grand Prix,33,VER,Red Bull Racing,79.485,78.65,78.746
2858,2021,3,Portuguese Grand Prix,11,PER,Red Bull Racing,79.337,78.845,78.89
2859,2021,3,Portuguese Grand Prix,55,SAI,Ferrari,79.309,78.813,79.039
2860,2021,3,Portuguese Grand Prix,31,OCO,Alpine,79.092,78.586,79.042
2861,2021,3,Portuguese Grand Prix,4,NOR,McLaren,78.794,78.481,79.116
2862,2021,3,Portuguese Grand Prix,16,LEC,Ferrari,79.373,78.769,79.306
2863,2021,3,Portuguese Grand Prix,10,GAS,AlphaTauri,79.464,79.052,79.475
2864,2021,3,Portuguese Grand Prix,5,VET,Aston Martin,79.403,78.97,79.659
2865,2021,3,Portuguese Grand Prix,63,RUS,Williams,79.797,79.109,
2866,2021,3,Portuguese Grand Prix,99,GIO,Alfa Romeo Racing,79.41,79.216,
2867,2021,3,Portuguese Grand Prix,14,ALO,Alpine,79.728,79.456,
2868,2021,3,Portuguese Grand Prix,22,TSU,AlphaTauri,79.684,79.463,
2869,2021,3,Portuguese Grand Prix,7,RAI,Alfa Romeo Racing,79.748,79.812,
2870,2021,3,Portuguese Grand Prix,3,RIC,McLaren,79.839,,
2871,2021,3,Portuguese Grand Prix,18,STR,Aston Martin,79.913,,
2872,2021,3,Portuguese Grand Prix,6,LAT,Williams,80.285,,
2873,2021,3,Portuguese Grand Prix,47,MSC,Haas F1 Team,80.452,,
2874,2021,3,Portuguese Grand Prix,9,MAZ,Haas F1 Team,80.912,,
2875,2021,4,Spanish Grand Prix,44,HAM,Mercedes,78.245,77.166,76.741
2876,2021,4,Spanish Grand Prix,33,VER,Red Bull Racing,78.09,76.922,76.777
2877,2021,4,Spanish Grand Prix,77,BOT,Mercedes,78.005,77.142,76.873
2878,2021,4,Spanish Grand Prix,16,LEC,Ferrari,78.041,77.717,77.51
2879,2021,4,Spanish Grand Prix,31,OCO,Alpine,78.281,77.743,77.58
2880,2021,4,Spanish Grand Prix,55,SAI,Ferrari,78.205,77.656,77.62
2881,2021,4,Spanish Grand Prix,3,RIC,McLaren,78.264,77.719,77.622
2882,2021,4,Spanish Grand Prix,11,PER,Red Bull Racing,78.203,77.669,77.701
2883,2021,4,Spanish Grand Prix,4,NOR,McLaren,77.821,77.696,78.01
2884,2021,4,Spanish Grand Prix,14,ALO,Alpine,78.281,77.966,78.147
2885,2021,4,Spanish Grand Prix,18,STR,Aston Martin,78.241,77.974,
2886,2021,4,Spanish Grand Prix,10,GAS,AlphaTauri,78.19,77.982,
2887,2021,4,Spanish Grand Prix,5,VET,Aston Martin,78.289,78.079,
2888,2021,4,Spanish Grand Prix,99,GIO,Alfa Romeo Racing,78.549,78.356,
2889,2021,4,Spanish Grand Prix,63,RUS,Williams,78.445,79.154,
2890,2021,4,Spanish Grand Prix,22,TSU,AlphaTauri,78.556,,
2891,2021,4,Spanish Grand Prix,7,RAI,Alfa Romeo Racing,78.917,,
2892,2021,4,Spanish Grand Prix,47,MSC,Haas F1 Team,79.117,,
2893,2021,4,Spanish Grand Prix,6,LAT,Williams,79.219,,
2894,2021,4,Spanish Grand Prix,9,MAZ,Haas F1 Team,79.807,,
2895,2021,5,Monaco Grand Prix,16,LEC,Ferrari,71.113,70.597,70.346
2896,2021,5,Monaco Grand Prix,33,VER,Red Bull Racing,71.124,70.65,70.576
2897,2021,5,Monaco Grand Prix,77,BOT,Mercedes,70.938,70.695,70.601
2898,2021,5,Monaco Grand Prix,55,SAI,Ferrari,71.324,70.806,70.611
2899,2021,5,Monaco Grand Prix,4,NOR,McLaren,71.321,71.031,70.62
2900,2021,5,Monaco Grand Prix,10,GAS,AlphaTauri,71.56,71.179,70.9
2901,2021,5,Monaco Grand Prix,44,HAM,Mercedes,71.622,71.116,71.095
2902,2021,5,Monaco Grand Prix,5,VET,Aston Martin,72.078,71.309,71.419
2903,2021,5,Monaco Grand Prix,11,PER,Red Bull Racing,71.644,71.019,71.573
2904,2021,5,Monaco Grand Prix,99,GIO,Alfa Romeo Racing,71.658,71.409,71.779
2905,2021,5,Monaco Grand Prix,31,OCO,Alpine,71.74,71.486,
2906,2021,5,Monaco Grand Prix,3,RIC,McLaren,71.747,71.598,
2907,2021,5,Monaco Grand Prix,18,STR,Aston Martin,71.979,71.6,
2908,2021,5,Monaco Grand Prix,7,RAI,Alfa Romeo Racing,71.899,71.642,
2909,2021,5,Monaco Grand Prix,63,RUS,Williams,72.016,71.83,
2910,2021,5,Monaco Grand Prix,22,TSU,AlphaTauri,72.096,,
2911,2021,5,Monaco Grand Prix,14,ALO,Alpine,72.205,,
2912,2021,5,Monaco Grand Prix,6,LAT,Williams,72.366,,
2913,2021,5,Monaco Grand Prix,9,MAZ,Haas F1 Team,72.958,,
2914,2021,5,Monaco Grand Prix,47,MSC,Haas F1 Team,,,
2915,2021,6,Azerbaijan Grand Prix,16,LEC,Ferrari,102.241,101.659,101.218
2916,2021,6,Azerbaijan Grand Prix,44,HAM,Mercedes,101.545,101.634,101.45
2917,2021,6,Azerbaijan Grand Prix,33,VER,Red Bull Racing,101.76,101.625,101.563
2918,2021,6,Azerbaijan Grand Prix,10,GAS,AlphaTauri,102.288,101.932,101.565
2919,2021,6,Azerbaijan Grand Prix,55,SAI,Ferrari,102.121,101.74,101.576
2920,2021,6,Azerbaijan Grand Prix,4,NOR,McLaren,102.167,101.813,101.747
2921,2021,6,Azerbaijan Grand Prix,11,PER,Red Bull Racing,101.968,101.63,101.917
2922,2021,6,Azerbaijan Grand Prix,22,TSU,AlphaTauri,102.521,101.654,102.211
2923,2021,6,Azerbaijan Grand Prix,14,ALO,Alpine,102.934,102.195,102.327
2924,2021,6,Azerbaijan Grand Prix,77,BOT,Mercedes,102.701,102.106,102.659
2925,2021,6,Azerbaijan Grand Prix,5,VET,Aston Martin,102.46,102.224,
2926,2021,6,Azerbaijan Grand Prix,31,OCO,Alpine,102.426,102.273,
2927,2021,6,Azerbaijan Grand Prix,3,RIC,McLaren,102.304,102.558,
2928,2021,6,Azerbaijan Grand Prix,7,RAI,Alfa Romeo Racing,102.923,102.587,
2929,2021,6,Azerbaijan Grand Prix,63,RUS,Williams,102.728,102.758,
2930,2021,6,Azerbaijan Grand Prix,6,LAT,Williams,103.128,,
2931,2021,6,Azerbaijan Grand Prix,47,MSC,Haas F1 Team,104.158,,
2932,2021,6,Azerbaijan Grand Prix,9,MAZ,Haas F1 Team,104.238,,
2933,2021,6,Azerbaijan Grand Prix,18,STR,Aston Martin,,,
2934,2021,6,Azerbaijan Grand Prix,99,GIO,Alfa Romeo Racing,,,
2935,2021,7,French Grand Prix,33,VER,Red Bull Racing,91.001,91.08,89.99
2936,2021,7,French Grand Prix,44,HAM,Mercedes,91.237,90.788,90.248
2937,2021,7,French Grand Prix,77,BOT,Mercedes,91.669,90.735,90.376
2938,2021,7,French Grand Prix,11,PER,Red Bull Racing,91.56,90.971,90.445
2939,2021,7,French Grand Prix,55,SAI,Ferrari,92.079,91.146,90.84
2940,2021,7,French Grand Prix,10,GAS,AlphaTauri,91.898,91.353,90.868
2941,2021,7,French Grand Prix,16,LEC,Ferrari,92.209,91.567,90.987
2942,2021,7,French Grand Prix,4,NOR,McLaren,91.733,91.542,91.252
2943,2021,7,French Grand Prix,14,ALO,Alpine,92.158,91.549,91.34
2944,2021,7,French Grand Prix,3,RIC,McLaren,92.181,91.615,91.382
2945,2021,7,French Grand Prix,31,OCO,Alpine,92.139,91.736,
2946,2021,7,French Grand Prix,5,VET,Aston Martin,92.132,91.767,
2947,2021,7,French Grand Prix,99,GIO,Alfa Romeo Racing,92.722,91.813,
2948,2021,7,French Grand Prix,63,RUS,Williams,93.06,92.065,
2949,2021,7,French Grand Prix,47,MSC,Haas F1 Team,92.942,,
2950,2021,7,French Grand Prix,6,LAT,Williams,93.062,,
2951,2021,7,French Grand Prix,7,RAI,Alfa Romeo Racing,93.354,,
2952,2021,7,French Grand Prix,9,MAZ,Haas F1 Team,93.554,,
2953,2021,7,French Grand Prix,18,STR,Aston Martin,,,
2954,2021,7,French Grand Prix,22,TSU,AlphaTauri,,,
2955,2021,8,Styrian Grand Prix,33,VER,Red Bull Racing,64.489,64.433,63.841
2956,2021,8,Styrian Grand Prix,77,BOT,Mercedes,64.537,64.443,64.035
2957,2021,8,Styrian Grand Prix,44,HAM,Mercedes,64.672,64.512,64.067
2958,2021,8,Styrian Grand Prix,4,NOR,McLaren,64.584,64.298,64.12
2959,2021,8,Styrian Grand Prix,11,PER,Red Bull Racing,64.638,64.197,64.168
2960,2021,8,Styrian Grand Prix,10,GAS,AlphaTauri,64.765,64.429,64.236
2961,2021,8,Styrian Grand Prix,16,LEC,Ferrari,64.745,64.646,64.472
2962,2021,8,Styrian Grand Prix,22,TSU,AlphaTauri,64.608,64.631,64.514
2963,2021,8,Styrian Grand Prix,14,ALO,Alpine,64.971,64.582,64.574
2964,2021,8,Styrian Grand Prix,18,STR,Aston Martin,64.821,64.663,64.708
2965,2021,8,Styrian Grand Prix,63,RUS,Williams,65.033,64.671,
2966,2021,8,Styrian Grand Prix,55,SAI,Ferrari,64.859,64.8,
2967,2021,8,Styrian Grand Prix,3,RIC,McLaren,65.142,64.808,
2968,2021,8,Styrian Grand Prix,5,VET,Aston Martin,65.051,64.875,
2969,2021,8,Styrian Grand Prix,99,GIO,Alfa Romeo Racing,65.092,64.913,
2970,2021,8,Styrian Grand Prix,6,LAT,Williams,65.175,,
2971,2021,8,Styrian Grand Prix,31,OCO,Alpine,65.217,,
2972,2021,8,Styrian Grand Prix,7,RAI,Alfa Romeo Racing,65.429,,
2973,2021,8,Styrian Grand Prix,47,MSC,Haas F1 Team,66.041,,
2974,2021,8,Styrian Grand Prix,9,MAZ,Haas F1 Team,66.192,,
2975,2021,9,Austrian Grand Prix,33,VER,Red Bull Racing,64.249,63.927,63.72
2976,2021,9,Austrian Grand Prix,4,NOR,McLaren,64.345,64.415,63.768
2977,2021,9,Austrian Grand Prix,11,PER,Red Bull Racing,64.833,64.483,63.99
2978,2021,9,Austrian Grand Prix,44,HAM,Mercedes,64.506,64.258,64.014
2979,2021,9,Austrian Grand Prix,77,BOT,Mercedes,64.563,64.376,64.049
2980,2021,9,Austrian Grand Prix,10,GAS,AlphaTauri,64.841,64.412,64.107
2981,2021,9,Austrian Grand Prix,22,TSU,AlphaTauri,64.967,64.518,64.273
2982,2021,9,Austrian Grand Prix,5,VET,Aston Martin,64.846,64.493,64.57
2983,2021,9,Austrian Grand Prix,63,RUS,Williams,64.907,64.553,64.591
2984,2021,9,Austrian Grand Prix,18,STR,Aston Martin,64.927,64.547,64.618
2985,2021,9,Austrian Grand Prix,55,SAI,Ferrari,64.596,64.559,
2986,2021,9,Austrian Grand Prix,16,LEC,Ferrari,64.906,64.6,
2987,2021,9,Austrian Grand Prix,3,RIC,McLaren,64.977,64.719,
2988,2021,9,Austrian Grand Prix,14,ALO,Alpine,64.472,64.856,
2989,2021,9,Austrian Grand Prix,99,GIO,Alfa Romeo Racing,64.782,65.083,
2990,2021,9,Austrian Grand Prix,7,RAI,Alfa Romeo Racing,65.009,,
2991,2021,9,Austrian Grand Prix,31,OCO,Alpine,65.051,,
2992,2021,9,Austrian Grand Prix,6,LAT,Williams,65.195,,
2993,2021,9,Austrian Grand Prix,47,MSC,Haas F1 Team,65.427,,
2994,2021,9,Austrian Grand Prix,9,MAZ,Haas F1 Team,65.951,,
2995,2021,10,British Grand Prix,44,HAM,Mercedes,86.786,86.023,86.134
2996,2021,10,British Grand Prix,33,VER,Red Bull Racing,86.751,86.315,86.209
2997,2021,10,British Grand Prix,77,BOT,Mercedes,87.487,86.764,86.328
2998,2021,10,British Grand Prix,16,LEC,Ferrari,87.051,86.919,86.828
2999,2021,10,British Grand Prix,11,PER,Red Bull Racing,87.121,87.073,86.844
3000,2021,10,British Grand Prix,4,NOR,McLaren,87.444,87.22,86.897
3001,2021,10,British Grand Prix,3,RIC,McLaren,87.323,87.125,86.899
3002,2021,10,British Grand Prix,63,RUS,Williams,87.671,87.08,86.971
3003,2021,10,British Grand Prix,55,SAI,Ferrari,87.337,86.848,87.007
3004,2021,10,British Grand Prix,5,VET,Aston Martin,87.493,87.103,87.179
3005,2021,10,British Grand Prix,14,ALO,Alpine,87.58,87.245,
3006,2021,10,British Grand Prix,10,GAS,AlphaTauri,87.6,87.273,
3007,2021,10,British Grand Prix,31,OCO,Alpine,87.415,87.34,
3008,2021,10,British Grand Prix,99,GIO,Alfa Romeo Racing,87.595,87.617,
3009,2021,10,British Grand Prix,18,STR,Aston Martin,88.017,87.665,
3010,2021,10,British Grand Prix,22,TSU,AlphaTauri,88.043,,
3011,2021,10,British Grand Prix,7,RAI,Alfa Romeo Racing,88.062,,
3012,2021,10,British Grand Prix,6,LAT,Williams,88.254,,
3013,2021,10,British Grand Prix,47,MSC,Haas F1 Team,88.738,,
3014,2021,10,British Grand Prix,9,MAZ,Haas F1 Team,89.051,,
3015,2021,11,Hungarian Grand Prix,44,HAM,Mercedes,76.424,76.553,75.419
3016,2021,11,Hungarian Grand Prix,77,BOT,Mercedes,76.569,76.702,75.734
3017,2021,11,Hungarian Grand Prix,33,VER,Red Bull Racing,76.214,75.65,75.84
3018,2021,11,Hungarian Grand Prix,11,PER,Red Bull Racing,77.233,76.443,76.421
3019,2021,11,Hungarian Grand Prix,10,GAS,AlphaTauri,76.874,76.394,76.483
3020,2021,11,Hungarian Grand Prix,4,NOR,McLaren,77.081,76.385,76.489
3021,2021,11,Hungarian Grand Prix,16,LEC,Ferrari,77.084,76.574,76.496
3022,2021,11,Hungarian Grand Prix,31,OCO,Alpine,77.367,76.766,76.653
3023,2021,11,Hungarian Grand Prix,14,ALO,Alpine,77.123,76.541,76.715
3024,2021,11,Hungarian Grand Prix,5,VET,Aston Martin,77.105,76.794,76.75
3025,2021,11,Hungarian Grand Prix,3,RIC,McLaren,77.664,76.871,
3026,2021,11,Hungarian Grand Prix,18,STR,Aston Martin,77.038,76.893,
3027,2021,11,Hungarian Grand Prix,7,RAI,Alfa Romeo Racing,77.553,77.564,
3028,2021,11,Hungarian Grand Prix,99,GIO,Alfa Romeo Racing,77.776,77.583,
3029,2021,11,Hungarian Grand Prix,55,SAI,Ferrari,76.649,,
3030,2021,11,Hungarian Grand Prix,22,TSU,AlphaTauri,77.919,,
3031,2021,11,Hungarian Grand Prix,63,RUS,Williams,77.944,,
3032,2021,11,Hungarian Grand Prix,6,LAT,Williams,78.036,,
3033,2021,11,Hungarian Grand Prix,9,MAZ,Haas F1 Team,78.922,,
3034,2021,11,Hungarian Grand Prix,47,MSC,Haas F1 Team,,,
3035,2021,12,Belgian Grand Prix,33,VER,Red Bull Racing,118.717,116.559,119.765
3036,2021,12,Belgian Grand Prix,63,RUS,Williams,119.864,116.95,120.086
3037,2021,12,Belgian Grand Prix,44,HAM,Mercedes,119.218,116.229,120.099
3038,2021,12,Belgian Grand Prix,3,RIC,McLaren,121.583,117.127,120.864
3039,2021,12,Belgian Grand Prix,5,VET,Aston Martin,120.175,116.814,120.935
3040,2021,12,Belgian Grand Prix,10,GAS,AlphaTauri,120.387,116.44,121.164
3041,2021,12,Belgian Grand Prix,11,PER,Red Bull Racing,119.334,116.886,122.112
3042,2021,12,Belgian Grand Prix,77,BOT,Mercedes,119.87,116.295,122.502
3043,2021,12,Belgian Grand Prix,31,OCO,Alpine,121.824,117.354,123.513
3044,2021,12,Belgian Grand Prix,4,NOR,McLaren,118.301,116.025,
3045,2021,12,Belgian Grand Prix,16,LEC,Ferrari,120.728,117.721,
3046,2021,12,Belgian Grand Prix,6,LAT,Williams,120.966,118.056,
3047,2021,12,Belgian Grand Prix,55,SAI,Ferrari,121.184,118.137,
3048,2021,12,Belgian Grand Prix,14,ALO,Alpine,121.653,118.205,
3049,2021,12,Belgian Grand Prix,18,STR,Aston Martin,121.597,118.231,
3050,2021,12,Belgian Grand Prix,99,GIO,Alfa Romeo Racing,122.306,,
3051,2021,12,Belgian Grand Prix,22,TSU,AlphaTauri,122.413,,
3052,2021,12,Belgian Grand Prix,47,MSC,Haas F1 Team,123.973,,
3053,2021,12,Belgian Grand Prix,7,RAI,Alfa Romeo Racing,124.452,,
3054,2021,12,Belgian Grand Prix,9,MAZ,Haas F1 Team,124.939,,
3055,2021,13,Dutch Grand Prix,33,VER,Red Bull Racing,70.036,69.071,68.885
3056,2021,13,Dutch Grand Prix,44,HAM,Mercedes,70.114,69.726,68.923
3057,2021,13,Dutch Grand Prix,77,BOT,Mercedes,70.219,69.769,69.222
3058,2021,13,Dutch Grand Prix,10,GAS,AlphaTauri,70.274,69.541,69.478
3059,2021,13,Dutch Grand Prix,16,LEC,Ferrari,69.829,69.437,69.527
3060,2021,13,Dutch Grand Prix,55,SAI,Ferrari,70.022,69.87,69.537
3061,2021,13,Dutch Grand Prix,99,GIO,Alfa Romeo Racing,70.05,70.033,69.59
3062,2021,13,Dutch Grand Prix,31,OCO,Alpine,70.179,69.919,69.933
3063,2021,13,Dutch Grand Prix,14,ALO,Alpine,70.435,70.02,69.956
3064,2021,13,Dutch Grand Prix,3,RIC,McLaren,70.255,69.865,70.166
3065,2021,13,Dutch Grand Prix,63,RUS,Williams,70.382,70.332,
3066,2021,13,Dutch Grand Prix,18,STR,Aston Martin,70.438,70.367,
3067,2021,13,Dutch Grand Prix,4,NOR,McLaren,70.489,70.406,
3068,2021,13,Dutch Grand Prix,6,LAT,Williams,70.093,71.161,
3069,2021,13,Dutch Grand Prix,22,TSU,AlphaTauri,70.462,71.314,
3070,2021,13,Dutch Grand Prix,11,PER,Red Bull Racing,70.53,,
3071,2021,13,Dutch Grand Prix,5,VET,Aston Martin,70.731,,
3072,2021,13,Dutch Grand Prix,88,KUB,Alfa Romeo Racing,71.301,,
3073,2021,13,Dutch Grand Prix,47,MSC,Haas F1 Team,71.387,,
3074,2021,13,Dutch Grand Prix,9,MAZ,Haas F1 Team,71.875,,
3075,2021,14,Italian Grand Prix,77,BOT,Mercedes,80.685,80.032,79.555
3076,2021,14,Italian Grand Prix,44,HAM,Mercedes,80.543,79.936,79.651
3077,2021,14,Italian Grand Prix,33,VER,Red Bull Racing,81.035,80.229,79.966
3078,2021,14,Italian Grand Prix,4,NOR,McLaren,80.916,80.059,79.989
3079,2021,14,Italian Grand Prix,3,RIC,McLaren,81.292,80.435,79.995
3080,2021,14,Italian Grand Prix,10,GAS,AlphaTauri,81.44,80.556,80.26
3081,2021,14,Italian Grand Prix,55,SAI,Ferrari,81.118,80.75,80.462
3082,2021,14,Italian Grand Prix,16,LEC,Ferrari,81.219,80.767,80.51
3083,2021,14,Italian Grand Prix,11,PER,Red Bull Racing,81.308,80.882,80.611
3084,2021,14,Italian Grand Prix,99,GIO,Alfa Romeo Racing,81.197,80.726,80.808
3085,2021,14,Italian Grand Prix,5,VET,Aston Martin,81.394,80.913,
3086,2021,14,Italian Grand Prix,18,STR,Aston Martin,81.415,81.02,
3087,2021,14,Italian Grand Prix,14,ALO,Alpine,81.487,81.069,
3088,2021,14,Italian Grand Prix,31,OCO,Alpine,81.5,81.103,
3089,2021,14,Italian Grand Prix,63,RUS,Williams,81.89,81.392,
3090,2021,14,Italian Grand Prix,6,LAT,Williams,81.925,,
3091,2021,14,Italian Grand Prix,22,TSU,AlphaTauri,81.973,,
3092,2021,14,Italian Grand Prix,47,MSC,Haas F1 Team,82.248,,
3093,2021,14,Italian Grand Prix,88,KUB,Alfa Romeo Racing,82.53,,
3094,2021,14,Italian Grand Prix,9,MAZ,Haas F1 Team,82.716,,
3095,2021,15,Russian Grand Prix,4,NOR,McLaren,107.238,105.827,101.993
3096,2021,15,Russian Grand Prix,55,SAI,Ferrari,107.924,106.521,102.51
3097,2021,15,Russian Grand Prix,63,RUS,Williams,108.303,106.435,102.983
3098,2021,15,Russian Grand Prix,44,HAM,Mercedes,105.992,105.129,104.05
3099,2021,15,Russian Grand Prix,3,RIC,McLaren,108.345,106.361,104.156
3100,2021,15,Russian Grand Prix,14,ALO,Alpine,107.877,105.514,104.204
3101,2021,15,Russian Grand Prix,77,BOT,Mercedes,106.396,105.306,104.71
3102,2021,15,Russian Grand Prix,18,STR,Aston Martin,108.322,106.36,104.956
3103,2021,15,Russian Grand Prix,11,PER,Red Bull Racing,106.455,105.834,105.337
3104,2021,15,Russian Grand Prix,31,OCO,Alpine,108.099,106.07,105.865
3105,2021,15,Russian Grand Prix,5,VET,Aston Martin,107.205,106.573,
3106,2021,15,Russian Grand Prix,10,GAS,AlphaTauri,107.828,106.641,
3107,2021,15,Russian Grand Prix,22,TSU,AlphaTauri,108.854,106.751,
3108,2021,15,Russian Grand Prix,6,LAT,Williams,108.252,,
3109,2021,15,Russian Grand Prix,16,LEC,Ferrari,108.47,,
3110,2021,15,Russian Grand Prix,7,RAI,Alfa Romeo Racing,109.586,,
3111,2021,15,Russian Grand Prix,47,MSC,Haas F1 Team,109.83,,
3112,2021,15,Russian Grand Prix,99,GIO,Alfa Romeo Racing,111.023,,
3113,2021,15,Russian Grand Prix,9,MAZ,Haas F1 Team,113.764,,
3114,2021,15,Russian Grand Prix,33,VER,Red Bull Racing,,,
3115,2021,16,Turkish Grand Prix,44,HAM,Mercedes,84.585,83.082,82.868
3116,2021,16,Turkish Grand Prix,77,BOT,Mercedes,85.047,83.579,82.998
3117,2021,16,Turkish Grand Prix,33,VER,Red Bull Racing,84.592,83.732,83.196
3118,2021,16,Turkish Grand Prix,16,LEC,Ferrari,84.869,84.015,83.265
3119,2021,16,Turkish Grand Prix,10,GAS,AlphaTauri,84.704,83.817,83.326
3120,2021,16,Turkish Grand Prix,14,ALO,Alpine,85.174,83.914,83.477
3121,2021,16,Turkish Grand Prix,11,PER,Red Bull Racing,84.963,83.961,83.706
3122,2021,16,Turkish Grand Prix,4,NOR,McLaren,85.138,84.642,83.954
3123,2021,16,Turkish Grand Prix,18,STR,Aston Martin,85.511,84.601,84.305
3124,2021,16,Turkish Grand Prix,22,TSU,AlphaTauri,85.409,84.054,84.368
3125,2021,16,Turkish Grand Prix,5,VET,Aston Martin,85.787,84.795,
3126,2021,16,Turkish Grand Prix,31,OCO,Alpine,85.422,84.842,
3127,2021,16,Turkish Grand Prix,63,RUS,Williams,85.417,85.007,
3128,2021,16,Turkish Grand Prix,47,MSC,Haas F1 Team,85.555,85.2,
3129,2021,16,Turkish Grand Prix,55,SAI,Ferrari,85.177,,
3130,2021,16,Turkish Grand Prix,3,RIC,McLaren,85.881,,
3131,2021,16,Turkish Grand Prix,6,LAT,Williams,86.086,,
3132,2021,16,Turkish Grand Prix,99,GIO,Alfa Romeo Racing,86.43,,
3133,2021,16,Turkish Grand Prix,7,RAI,Alfa Romeo Racing,87.525,,
3134,2021,16,Turkish Grand Prix,9,MAZ,Haas F1 Team,88.449,,
3135,2021,17,United States Grand Prix,33,VER,Red Bull Racing,94.352,93.464,92.91
3136,2021,17,United States Grand Prix,44,HAM,Mercedes,94.579,93.797,93.119
3137,2021,17,United States Grand Prix,11,PER,Red Bull Racing,94.369,94.178,93.134
3138,2021,17,United States Grand Prix,77,BOT,Mercedes,94.59,93.959,93.475
3139,2021,17,United States Grand Prix,16,LEC,Ferrari,94.153,93.928,93.606
3140,2021,17,United States Grand Prix,55,SAI,Ferrari,94.558,94.126,93.792
3141,2021,17,United States Grand Prix,3,RIC,McLaren,94.407,94.643,93.808
3142,2021,17,United States Grand Prix,4,NOR,McLaren,94.551,93.88,93.887
3143,2021,17,United States Grand Prix,10,GAS,AlphaTauri,94.567,94.583,94.118
3144,2021,17,United States Grand Prix,22,TSU,AlphaTauri,95.36,95.137,94.918
3145,2021,17,United States Grand Prix,31,OCO,Alpine,95.747,95.377,
3146,2021,17,United States Grand Prix,5,VET,Aston Martin,95.281,95.5,
3147,2021,17,United States Grand Prix,99,GIO,Alfa Romeo Racing,95.92,95.794,
3148,2021,17,United States Grand Prix,14,ALO,Alpine,95.756,104.549,
3149,2021,17,United States Grand Prix,63,RUS,Williams,95.746,,
3150,2021,17,United States Grand Prix,18,STR,Aston Martin,95.983,,
3151,2021,17,United States Grand Prix,6,LAT,Williams,95.995,,
3152,2021,17,United States Grand Prix,7,RAI,Alfa Romeo Racing,96.311,,
3153,2021,17,United States Grand Prix,47,MSC,Haas F1 Team,96.499,,
3154,2021,17,United States Grand Prix,9,MAZ,Haas F1 Team,96.796,,
3155,2021,18,Mexico City Grand Prix,77,BOT,Mercedes,76.727,76.864,75.875
3156,2021,18,Mexico City Grand Prix,44,HAM,Mercedes,77.207,76.474,76.02
3157,2021,18,Mexico City Grand Prix,33,VER,Red Bull Racing,76.788,76.483,76.225
3158,2021,18,Mexico City Grand Prix,11,PER,Red Bull Racing,77.003,77.055,76.342
3159,2021,18,Mexico City Grand Prix,10,GAS,AlphaTauri,76.908,76.955,76.456
3160,2021,18,Mexico City Grand Prix,55,SAI,Ferrari,77.517,77.248,76.761
3161,2021,18,Mexico City Grand Prix,3,RIC,McLaren,77.719,77.092,76.763
3162,2021,18,Mexico City Grand Prix,16,LEC,Ferrari,76.748,77.034,76.837
3163,2021,18,Mexico City Grand Prix,22,TSU,AlphaTauri,77.33,76.701,77.158
3164,2021,18,Mexico City Grand Prix,4,NOR,McLaren,77.569,77.473,96.83
3165,2021,18,Mexico City Grand Prix,5,VET,Aston Martin,77.502,77.746,
3166,2021,18,Mexico City Grand Prix,7,RAI,Alfa Romeo Racing,77.606,77.958,
3167,2021,18,Mexico City Grand Prix,63,RUS,Williams,77.958,78.172,
3168,2021,18,Mexico City Grand Prix,99,GIO,Alfa Romeo Racing,77.897,78.29,
3169,2021,18,Mexico City Grand Prix,31,OCO,Alpine,78.126,78.405,
3170,2021,18,Mexico City Grand Prix,14,ALO,Alpine,78.452,,
3171,2021,18,Mexico City Grand Prix,6,LAT,Williams,78.756,,
3172,2021,18,Mexico City Grand Prix,47,MSC,Haas F1 Team,78.858,,
3173,2021,18,Mexico City Grand Prix,9,MAZ,Haas F1 Team,79.303,,
3174,2021,18,Mexico City Grand Prix,18,STR,Aston Martin,80.873,,
3175,2021,19,São Paulo Grand Prix,44,HAM,Mercedes,68.733,68.068,67.934
3176,2021,19,São Paulo Grand Prix,33,VER,Red Bull Racing,69.329,68.499,68.372
3177,2021,19,São Paulo Grand Prix,77,BOT,Mercedes,69.04,68.426,68.469
3178,2021,19,São Paulo Grand Prix,11,PER,Red Bull Racing,69.172,68.973,68.483
3179,2021,19,São Paulo Grand Prix,10,GAS,AlphaTauri,69.347,68.903,68.777
3180,2021,19,São Paulo Grand Prix,55,SAI,Ferrari,69.046,69.031,68.826
3181,2021,19,São Paulo Grand Prix,16,LEC,Ferrari,69.155,68.859,68.96
